ClientMacAddr,localtime,Site,Level,lat,lng
fc:03:9f:07:af:f4,2019-08-13  00:13:14,UK Office,Ground Floor,51.46080586,-0.9322865907
00:80:92:df:7b:97,2019-08-13  00:13:15,UK Office,Ground Floor,51.46035412,-0.9325233327
9c:8c:6e:46:0b:7c,2019-08-13  00:13:15,UK Office,1st Floor,51.46078077,-0.9322990898
c4:6e:1f:1b:4f:c0,2019-08-13  00:13:15,UK Office,1st Floor,51.46060494,-0.9323899069
c4:6e:1f:1b:72:40,2019-08-13  00:13:15,UK Office,2nd Floor,51.46042898,-0.9326980891
04:ea:56:92:f9:9b,2019-08-13  00:13:16,UK Office,Ground Floor,51.46041067,-0.9326096779
08:d8:33:ef:e7:7b,2019-08-13  00:13:16,UK Office,Ground Floor,51.46046733,-0.9325300881
34:e1:2d:c6:a8:59,2019-08-13  00:13:16,UK Office,Ground Floor,51.46040201,-0.9326257646
7c:91:22:a9:48:7b,2019-08-13  00:13:16,UK Office,Ground Floor,51.46038508,-0.932587617
b8:63:4d:a1:d2:b9,2019-08-13  00:13:16,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:13:16,UK Office,1st Floor,51.46048049,-0.9325222991
c4:6e:1f:1c:f2:9b,2019-08-13  00:13:16,UK Office,2nd Floor,51.46057184,-0.9323965982
ec:ad:b8:7d:23:e8,2019-08-13  00:13:16,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:13:17,UK Office,2nd Floor,51.46082515,-0.9322515318
4c:34:88:f6:62:9c,2019-08-13  00:13:17,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:13:17,UK Office,Ground Floor,51.4603589,-0.9325668193
80:2b:f9:9f:d3:23,2019-08-13  00:13:17,UK Office,Ground Floor,51.46074807,-0.932372205
9c:8c:6e:46:0c:52,2019-08-13  00:13:17,UK Office,2nd Floor,51.46073019,-0.9323231124
e8:de:27:9f:7f:0c,2019-08-13  00:13:17,UK Office,2nd Floor,51.46040876,-0.9325682044
00:c2:c6:ec:4c:a3,2019-08-13  00:13:18,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:13:18,UK Office,2nd Floor,51.46083108,-0.9322949789
24:1b:7a:b1:f2:ef,2019-08-13  00:13:18,UK Office,1st Floor,51.46071313,-0.9322509993
9c:8c:6e:46:01:f8,2019-08-13  00:13:18,UK Office,2nd Floor,51.46041988,-0.9328850919
4c:56:9d:75:d1:e5,2019-08-13  00:13:19,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:1c:5e,2019-08-13  00:13:19,UK Office,1st Floor,51.46046283,-0.9329298079
c4:6e:1f:1a:68:a1,2019-08-13  00:13:19,UK Office,Ground Floor,51.46034895,-0.932516297
00:80:92:df:7b:97,2019-08-13  00:13:25,UK Office,Ground Floor,51.46035724,-0.9325230633
9c:8c:6e:46:0b:7c,2019-08-13  00:13:25,UK Office,1st Floor,51.46078077,-0.9322990898
c4:6e:1f:1b:4f:c0,2019-08-13  00:13:25,UK Office,1st Floor,51.46060756,-0.9323927968
c4:6e:1f:1b:72:40,2019-08-13  00:13:25,UK Office,2nd Floor,51.46042911,-0.9326942897
fc:03:9f:07:af:f4,2019-08-13  00:13:25,UK Office,Ground Floor,51.46080586,-0.9322865907
08:d8:33:ef:e7:7b,2019-08-13  00:13:26,UK Office,Ground Floor,51.46047608,-0.9325494971
7c:91:22:a9:48:7b,2019-08-13  00:13:26,UK Office,Ground Floor,51.46038508,-0.932587617
b8:63:4d:a1:d2:b9,2019-08-13  00:13:26,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:13:26,UK Office,1st Floor,51.46048049,-0.9325222991
c4:6e:1f:1c:f2:9b,2019-08-13  00:13:26,UK Office,2nd Floor,51.46057184,-0.9323965982
ec:ad:b8:7d:23:e8,2019-08-13  00:13:26,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:13:27,UK Office,2nd Floor,51.46082592,-0.932251121
4c:34:88:f6:62:9c,2019-08-13  00:13:27,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:13:27,UK Office,Ground Floor,51.46035875,-0.93256441
80:2b:f9:9f:d3:23,2019-08-13  00:13:27,UK Office,Ground Floor,51.46074101,-0.9323759705
9c:8c:6e:46:0c:52,2019-08-13  00:13:27,UK Office,2nd Floor,51.46073019,-0.9323231124
e8:de:27:9f:7f:0c,2019-08-13  00:13:27,UK Office,2nd Floor,51.46040837,-0.932565379
00:c2:c6:ec:4c:a3,2019-08-13  00:13:28,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:13:28,UK Office,2nd Floor,51.46083108,-0.9322949789
24:1b:7a:b1:f2:ef,2019-08-13  00:13:28,UK Office,1st Floor,51.46071313,-0.9322509993
9c:8c:6e:46:01:f8,2019-08-13  00:13:28,UK Office,2nd Floor,51.46041988,-0.9328850919
04:ea:56:92:f9:9b,2019-08-13  00:13:29,UK Office,Ground Floor,51.46038514,-0.9325857244
34:e1:2d:c6:a8:59,2019-08-13  00:13:29,UK Office,Ground Floor,51.46039717,-0.9326141674
4c:56:9d:75:d1:e5,2019-08-13  00:13:29,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:1c:5e,2019-08-13  00:13:29,UK Office,1st Floor,51.46046283,-0.9329298079
c4:6e:1f:1a:68:a1,2019-08-13  00:13:29,UK Office,Ground Floor,51.46034638,-0.9325172232
00:80:92:df:7b:97,2019-08-13  00:13:35,UK Office,Ground Floor,51.46035724,-0.9325230633
9c:8c:6e:46:0b:7c,2019-08-13  00:13:35,UK Office,1st Floor,51.4607813,-0.9322994443
c4:6e:1f:1b:4f:c0,2019-08-13  00:13:35,UK Office,1st Floor,51.46060756,-0.9323927968
c4:6e:1f:1b:72:40,2019-08-13  00:13:35,UK Office,2nd Floor,51.46042904,-0.9326962931
fc:03:9f:07:af:f4,2019-08-13  00:13:35,UK Office,Ground Floor,51.46080586,-0.9322865907
08:d8:33:ef:e7:7b,2019-08-13  00:13:36,UK Office,Ground Floor,51.46047608,-0.9325494971
7c:91:22:a9:48:7b,2019-08-13  00:13:36,UK Office,Ground Floor,51.46038508,-0.932587617
b8:63:4d:a1:d2:b9,2019-08-13  00:13:36,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:13:36,UK Office,1st Floor,51.46048115,-0.9325386518
c4:6e:1f:1c:f2:9b,2019-08-13  00:13:36,UK Office,2nd Floor,51.46057175,-0.9323999143
ec:ad:b8:7d:23:e8,2019-08-13  00:13:36,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:13:37,UK Office,2nd Floor,51.46082592,-0.932251121
4c:34:88:f6:62:9c,2019-08-13  00:13:37,UK Office,Ground Floor,51.46051077,-0.9323066235
5c:ad:cf:c2:25:b8,2019-08-13  00:13:37,UK Office,Ground Floor,51.46035875,-0.93256441
80:2b:f9:9f:d3:23,2019-08-13  00:13:37,UK Office,Ground Floor,51.46074608,-0.9323739983
9c:8c:6e:46:0c:52,2019-08-13  00:13:37,UK Office,2nd Floor,51.46073019,-0.9323231124
e8:de:27:9f:7f:0c,2019-08-13  00:13:37,UK Office,2nd Floor,51.46040837,-0.932565379
00:c2:c6:ec:4c:a3,2019-08-13  00:13:38,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:13:38,UK Office,2nd Floor,51.46083108,-0.9322949789
24:1b:7a:b1:f2:ef,2019-08-13  00:13:38,UK Office,1st Floor,51.46071313,-0.9322509993
9c:8c:6e:46:01:f8,2019-08-13  00:13:38,UK Office,2nd Floor,51.46041988,-0.9328850919
04:ea:56:92:f9:9b,2019-08-13  00:13:39,UK Office,Ground Floor,51.46038514,-0.9325857244
34:e1:2d:c6:a8:59,2019-08-13  00:13:39,UK Office,Ground Floor,51.46039462,-0.9326067881
4c:56:9d:75:d1:e5,2019-08-13  00:13:39,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:1c:5e,2019-08-13  00:13:39,UK Office,1st Floor,51.46046283,-0.9329298079
c4:6e:1f:1a:68:a1,2019-08-13  00:13:39,UK Office,Ground Floor,51.46034638,-0.9325172232
0c:51:01:b3:88:92,2019-08-13  00:13:42,UK Office,2nd Floor,51.46079429,-0.9323945511
e8:de:27:9f:7f:0c,2019-08-13  00:13:42,UK Office,2nd Floor,51.46040876,-0.9325682044
00:80:92:df:7b:97,2019-08-13  00:13:45,UK Office,Ground Floor,51.46035724,-0.9325230633
9c:8c:6e:46:0b:7c,2019-08-13  00:13:45,UK Office,1st Floor,51.4607813,-0.9322994443
fc:03:9f:07:af:f4,2019-08-13  00:13:45,UK Office,Ground Floor,51.46080586,-0.9322865907
08:d8:33:ef:e7:7b,2019-08-13  00:13:46,UK Office,Ground Floor,51.46047608,-0.9325494971
b8:63:4d:a1:d2:b9,2019-08-13  00:13:46,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:13:46,UK Office,1st Floor,51.46048115,-0.9325386518
c4:6e:1f:1b:4f:c0,2019-08-13  00:13:46,UK Office,1st Floor,51.46060756,-0.9323927968
c4:6e:1f:1b:72:40,2019-08-13  00:13:46,UK Office,2nd Floor,51.46042911,-0.9326942897
c4:6e:1f:1c:f2:9b,2019-08-13  00:13:46,UK Office,2nd Floor,51.46057175,-0.9323999143
ec:ad:b8:7d:23:e8,2019-08-13  00:13:46,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:13:47,UK Office,2nd Floor,51.46082592,-0.932251121
4c:34:88:f6:62:9c,2019-08-13  00:13:47,UK Office,Ground Floor,51.46051077,-0.9323066235
5c:ad:cf:c2:25:b8,2019-08-13  00:13:47,UK Office,Ground Floor,51.46035875,-0.93256441
80:2b:f9:9f:d3:23,2019-08-13  00:13:47,UK Office,Ground Floor,51.4607465,-0.932372432
9c:8c:6e:46:0c:52,2019-08-13  00:13:47,UK Office,2nd Floor,51.46073019,-0.9323231124
00:c2:c6:ec:4c:a3,2019-08-13  00:13:48,UK Office,3rd Floor,51.46042269,-0.9326256521
24:1b:7a:b1:f2:ef,2019-08-13  00:13:48,UK Office,1st Floor,51.46071313,-0.9322509993
7c:91:22:a9:48:7b,2019-08-13  00:13:48,UK Office,Ground Floor,51.46045931,-0.9325052974
04:ea:56:92:f9:9b,2019-08-13  00:13:49,UK Office,Ground Floor,51.46038514,-0.9325857244
34:e1:2d:c6:a8:59,2019-08-13  00:13:49,UK Office,Ground Floor,51.46039462,-0.9326067881
4c:56:9d:75:d1:e5,2019-08-13  00:13:49,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:13:49,UK Office,2nd Floor,51.46041988,-0.9328850919
9c:8c:6e:46:1c:5e,2019-08-13  00:13:49,UK Office,1st Floor,51.46046283,-0.9329298079
c4:6e:1f:1a:68:a1,2019-08-13  00:13:49,UK Office,Ground Floor,51.46034638,-0.9325172232
00:80:92:df:7b:97,2019-08-13  00:13:55,UK Office,Ground Floor,51.46035724,-0.9325230633
9c:8c:6e:46:0b:7c,2019-08-13  00:13:55,UK Office,1st Floor,51.4607813,-0.9322994443
fc:03:9f:07:af:f4,2019-08-13  00:13:55,UK Office,Ground Floor,51.46080586,-0.9322865907
08:d8:33:ef:e7:7b,2019-08-13  00:13:56,UK Office,Ground Floor,51.46047608,-0.9325494971
7c:91:22:a9:48:7b,2019-08-13  00:13:56,UK Office,Ground Floor,51.46037606,-0.9325741131
b8:63:4d:a1:d2:b9,2019-08-13  00:13:56,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1b:4f:c0,2019-08-13  00:13:56,UK Office,1st Floor,51.46060756,-0.9323927968
c4:6e:1f:1b:72:40,2019-08-13  00:13:56,UK Office,2nd Floor,51.46042904,-0.9326962931
c4:6e:1f:1c:f2:9b,2019-08-13  00:13:56,UK Office,2nd Floor,51.46057184,-0.9323965982
e8:de:27:9f:7f:0c,2019-08-13  00:13:56,UK Office,2nd Floor,51.46043006,-0.9327351711
ec:ad:b8:7d:23:e8,2019-08-13  00:13:56,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:13:57,UK Office,2nd Floor,51.46082592,-0.932251121
4c:34:88:f6:62:9c,2019-08-13  00:13:57,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:13:57,UK Office,Ground Floor,51.46035875,-0.93256441
80:2b:f9:9f:d3:23,2019-08-13  00:13:57,UK Office,Ground Floor,51.4607465,-0.932372432
9c:8c:6e:46:0c:52,2019-08-13  00:13:57,UK Office,2nd Floor,51.46073019,-0.9323231124
9c:da:3e:69:d3:f4,2019-08-13  00:13:57,UK Office,Ground Floor,51.46053341,-0.93239563
c4:6e:1f:1a:81:1d,2019-08-13  00:13:57,UK Office,1st Floor,51.46048115,-0.9325386518
00:c2:c6:ec:4c:a3,2019-08-13  00:13:58,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:13:58,UK Office,2nd Floor,51.46085034,-0.9322939575
24:1b:7a:b1:f2:ef,2019-08-13  00:13:58,UK Office,1st Floor,51.46071313,-0.9322509993
04:ea:56:92:f9:9b,2019-08-13  00:13:59,UK Office,Ground Floor,51.46038514,-0.9325857244
34:e1:2d:c6:a8:59,2019-08-13  00:13:59,UK Office,Ground Floor,51.46039462,-0.9326067881
4c:56:9d:75:d1:e5,2019-08-13  00:13:59,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:13:59,UK Office,2nd Floor,51.46042111,-0.9328859422
9c:8c:6e:46:1c:5e,2019-08-13  00:13:59,UK Office,1st Floor,51.46046283,-0.9329298079
c4:6e:1f:1a:68:a1,2019-08-13  00:13:59,UK Office,Ground Floor,51.46034638,-0.9325172232
9c:8c:6e:46:1c:5e,2019-08-13  00:14:04,UK Office,1st Floor,51.46046373,-0.9329355416
00:80:92:df:7b:97,2019-08-13  00:14:05,UK Office,Ground Floor,51.46035724,-0.9325230633
9c:8c:6e:46:0b:7c,2019-08-13  00:14:05,UK Office,1st Floor,51.4607813,-0.9322994443
fc:03:9f:07:af:f4,2019-08-13  00:14:05,UK Office,Ground Floor,51.46080445,-0.9322844388
08:d8:33:ef:e7:7b,2019-08-13  00:14:06,UK Office,Ground Floor,51.46047608,-0.9325494971
7c:91:22:a9:48:7b,2019-08-13  00:14:06,UK Office,Ground Floor,51.46037606,-0.9325741131
b8:63:4d:a1:d2:b9,2019-08-13  00:14:06,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1b:4f:c0,2019-08-13  00:14:06,UK Office,1st Floor,51.46060756,-0.9323927968
c4:6e:1f:1b:72:40,2019-08-13  00:14:06,UK Office,2nd Floor,51.46042898,-0.9326980891
c4:6e:1f:1c:f2:9b,2019-08-13  00:14:06,UK Office,2nd Floor,51.46057184,-0.9323965982
e8:de:27:9f:7f:0c,2019-08-13  00:14:06,UK Office,2nd Floor,51.46043006,-0.9327351711
ec:ad:b8:7d:23:e8,2019-08-13  00:14:06,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:14:07,UK Office,2nd Floor,51.46082592,-0.932251121
5c:ad:cf:c2:25:b8,2019-08-13  00:14:07,UK Office,Ground Floor,51.46035875,-0.93256441
9c:8c:6e:46:0c:52,2019-08-13  00:14:07,UK Office,2nd Floor,51.46073019,-0.9323231124
c4:6e:1f:1a:81:1d,2019-08-13  00:14:07,UK Office,1st Floor,51.46048049,-0.9325222991
00:c2:c6:ec:4c:a3,2019-08-13  00:14:08,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:14:08,UK Office,2nd Floor,51.46085034,-0.9322939575
4c:34:88:f6:62:9c,2019-08-13  00:14:08,UK Office,Ground Floor,51.46050993,-0.9323062616
80:2b:f9:9f:d3:23,2019-08-13  00:14:08,UK Office,Ground Floor,51.46074608,-0.9323739983
04:ea:56:92:f9:9b,2019-08-13  00:14:09,UK Office,Ground Floor,51.46038514,-0.9325857244
24:1b:7a:b1:f2:ef,2019-08-13  00:14:09,UK Office,1st Floor,51.46071313,-0.9322509993
34:e1:2d:c6:a8:59,2019-08-13  00:14:09,UK Office,Ground Floor,51.46039462,-0.9326067881
4c:56:9d:75:d1:e5,2019-08-13  00:14:09,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:14:09,UK Office,2nd Floor,51.46042111,-0.9328859422
c4:6e:1f:1a:68:a1,2019-08-13  00:14:09,UK Office,Ground Floor,51.46034638,-0.9325172232
00:80:92:df:7b:97,2019-08-13  00:14:15,UK Office,Ground Floor,51.46035724,-0.9325230633
80:2b:f9:9f:d3:23,2019-08-13  00:14:15,UK Office,Ground Floor,51.46076793,-0.932356752
9c:8c:6e:46:0b:7c,2019-08-13  00:14:15,UK Office,1st Floor,51.4607813,-0.9322994443
9c:8c:6e:46:1c:5e,2019-08-13  00:14:15,UK Office,1st Floor,51.46046442,-0.9329405266
fc:03:9f:07:af:f4,2019-08-13  00:14:15,UK Office,Ground Floor,51.46080445,-0.9322844388
08:d8:33:ef:e7:7b,2019-08-13  00:14:16,UK Office,Ground Floor,51.46047608,-0.9325494971
7c:91:22:a9:48:7b,2019-08-13  00:14:16,UK Office,Ground Floor,51.46037606,-0.9325741131
b8:63:4d:a1:d2:b9,2019-08-13  00:14:16,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1b:4f:c0,2019-08-13  00:14:16,UK Office,1st Floor,51.46060756,-0.9323927968
c4:6e:1f:1b:72:40,2019-08-13  00:14:16,UK Office,2nd Floor,51.46042898,-0.9326980891
c4:6e:1f:1c:f2:9b,2019-08-13  00:14:16,UK Office,2nd Floor,51.46057184,-0.9323965982
e8:de:27:9f:7f:0c,2019-08-13  00:14:16,UK Office,2nd Floor,51.46042988,-0.9327326621
ec:ad:b8:7d:23:e8,2019-08-13  00:14:16,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:14:17,UK Office,2nd Floor,51.46082592,-0.932251121
5c:ad:cf:c2:25:b8,2019-08-13  00:14:17,UK Office,Ground Floor,51.46035875,-0.93256441
9c:8c:6e:46:0c:52,2019-08-13  00:14:17,UK Office,2nd Floor,51.4607335,-0.9323182203
c4:6e:1f:1a:81:1d,2019-08-13  00:14:17,UK Office,1st Floor,51.46047983,-0.93250582
00:c2:c6:ec:4c:a3,2019-08-13  00:14:18,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:14:18,UK Office,2nd Floor,51.46085034,-0.9322939575
4c:34:88:f6:62:9c,2019-08-13  00:14:18,UK Office,Ground Floor,51.46050993,-0.9323062616
04:ea:56:92:f9:9b,2019-08-13  00:14:19,UK Office,Ground Floor,51.46038514,-0.9325857244
24:1b:7a:b1:f2:ef,2019-08-13  00:14:19,UK Office,1st Floor,51.46068928,-0.9322374
34:e1:2d:c6:a8:59,2019-08-13  00:14:19,UK Office,Ground Floor,51.46039462,-0.9326067881
4c:56:9d:75:d1:e5,2019-08-13  00:14:19,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:14:19,UK Office,2nd Floor,51.46042111,-0.9328859422
c4:6e:1f:1a:68:a1,2019-08-13  00:14:19,UK Office,Ground Floor,51.460344,-0.9325180818
00:80:92:df:7b:97,2019-08-13  00:14:25,UK Office,Ground Floor,51.46035724,-0.9325230633
9c:8c:6e:46:0b:7c,2019-08-13  00:14:25,UK Office,1st Floor,51.4607813,-0.9322994443
9c:8c:6e:46:1c:5e,2019-08-13  00:14:25,UK Office,1st Floor,51.46046442,-0.9329405266
fc:03:9f:07:af:f4,2019-08-13  00:14:25,UK Office,Ground Floor,51.46080445,-0.9322844388
7c:91:22:a9:48:7b,2019-08-13  00:14:26,UK Office,Ground Floor,51.46037606,-0.9325741131
b8:63:4d:a1:d2:b9,2019-08-13  00:14:26,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1b:4f:c0,2019-08-13  00:14:26,UK Office,1st Floor,51.46060494,-0.9323899069
c4:6e:1f:1b:72:40,2019-08-13  00:14:26,UK Office,2nd Floor,51.46042911,-0.9326942897
c4:6e:1f:1c:f2:9b,2019-08-13  00:14:26,UK Office,2nd Floor,51.46057193,-0.9323930632
e8:de:27:9f:7f:0c,2019-08-13  00:14:26,UK Office,2nd Floor,51.46043006,-0.9327351711
ec:ad:b8:7d:23:e8,2019-08-13  00:14:26,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:14:27,UK Office,2nd Floor,51.46083184,-0.93224795
5c:ad:cf:c2:25:b8,2019-08-13  00:14:27,UK Office,Ground Floor,51.46035875,-0.93256441
9c:8c:6e:46:0c:52,2019-08-13  00:14:27,UK Office,2nd Floor,51.4607335,-0.9323182203
c4:6e:1f:1a:81:1d,2019-08-13  00:14:27,UK Office,1st Floor,51.46048049,-0.9325222991
00:c2:c6:ec:4c:a3,2019-08-13  00:14:28,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:14:28,UK Office,2nd Floor,51.46085034,-0.9322939575
4c:34:88:f6:62:9c,2019-08-13  00:14:28,UK Office,Ground Floor,51.46050993,-0.9323062616
80:2b:f9:9f:d3:23,2019-08-13  00:14:28,UK Office,Ground Floor,51.46075636,-0.9323625203
04:ea:56:92:f9:9b,2019-08-13  00:14:29,UK Office,Ground Floor,51.46036906,-0.9325816734
24:1b:7a:b1:f2:ef,2019-08-13  00:14:29,UK Office,1st Floor,51.46068928,-0.9322374
34:e1:2d:c6:a8:59,2019-08-13  00:14:29,UK Office,Ground Floor,51.46039659,-0.9326161346
4c:56:9d:75:d1:e5,2019-08-13  00:14:29,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:14:29,UK Office,2nd Floor,51.46042111,-0.9328859422
c4:6e:1f:1a:68:a1,2019-08-13  00:14:29,UK Office,Ground Floor,51.460344,-0.9325180818
04:ea:56:92:f9:9b,2019-08-13  00:14:35,UK Office,Ground Floor,51.46037358,-0.9325767916
9c:8c:6e:46:0b:7c,2019-08-13  00:14:35,UK Office,1st Floor,51.4607813,-0.9322994443
9c:8c:6e:46:1c:5e,2019-08-13  00:14:35,UK Office,1st Floor,51.46046442,-0.9329405266
c4:6e:1f:1a:68:a1,2019-08-13  00:14:35,UK Office,Ground Floor,51.46034638,-0.9325172232
fc:03:9f:07:af:f4,2019-08-13  00:14:35,UK Office,Ground Floor,51.46080445,-0.9322844388
00:80:92:df:7b:97,2019-08-13  00:14:36,UK Office,Ground Floor,51.46035724,-0.9325230633
c4:6e:1f:1b:4f:c0,2019-08-13  00:14:36,UK Office,1st Floor,51.46060494,-0.9323899069
c4:6e:1f:1b:72:40,2019-08-13  00:14:36,UK Office,2nd Floor,51.46042904,-0.9326962931
e8:de:27:9f:7f:0c,2019-08-13  00:14:36,UK Office,2nd Floor,51.46043006,-0.9327351711
08:f6:9c:14:24:1b,2019-08-13  00:14:37,UK Office,2nd Floor,51.46083184,-0.93224795
34:e1:2d:c6:a8:59,2019-08-13  00:14:37,UK Office,Ground Floor,51.4603982,-0.932614542
7c:91:22:a9:48:7b,2019-08-13  00:14:37,UK Office,Ground Floor,51.46037606,-0.9325741131
9c:8c:6e:46:0c:52,2019-08-13  00:14:37,UK Office,2nd Floor,51.4607335,-0.9323182203
9c:da:3e:69:d3:f4,2019-08-13  00:14:37,UK Office,Ground Floor,51.46053341,-0.93239563
b8:63:4d:a1:d2:b9,2019-08-13  00:14:37,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:14:37,UK Office,1st Floor,51.46048115,-0.9325386518
c4:6e:1f:1c:f2:9b,2019-08-13  00:14:37,UK Office,2nd Floor,51.46057184,-0.9323965982
ec:ad:b8:7d:23:e8,2019-08-13  00:14:37,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:14:38,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:14:38,UK Office,2nd Floor,51.46082871,-0.9322976017
4c:34:88:f6:62:9c,2019-08-13  00:14:38,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:14:38,UK Office,Ground Floor,51.46035875,-0.93256441
80:2b:f9:9f:d3:23,2019-08-13  00:14:38,UK Office,Ground Floor,51.46074914,-0.9323673619
24:1b:7a:b1:f2:ef,2019-08-13  00:14:39,UK Office,1st Floor,51.46068928,-0.9322374
4c:56:9d:75:d1:e5,2019-08-13  00:14:39,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:14:39,UK Office,2nd Floor,51.46042111,-0.9328859422
04:ea:56:92:f9:9b,2019-08-13  00:14:45,UK Office,Ground Floor,51.46037358,-0.9325767916
9c:8c:6e:46:0b:7c,2019-08-13  00:14:45,UK Office,1st Floor,51.46078087,-0.9323014731
9c:8c:6e:46:1c:5e,2019-08-13  00:14:45,UK Office,1st Floor,51.46046442,-0.9329405266
c4:6e:1f:1a:68:a1,2019-08-13  00:14:45,UK Office,Ground Floor,51.46034638,-0.9325172232
fc:03:9f:07:af:f4,2019-08-13  00:14:45,UK Office,Ground Floor,51.46080445,-0.9322844388
00:80:92:df:7b:97,2019-08-13  00:14:46,UK Office,Ground Floor,51.46035724,-0.9325230633
c4:6e:1f:1b:4f:c0,2019-08-13  00:14:46,UK Office,1st Floor,51.46060756,-0.9323927968
c4:6e:1f:1b:72:40,2019-08-13  00:14:46,UK Office,2nd Floor,51.46042911,-0.9326942897
e8:de:27:9f:7f:0c,2019-08-13  00:14:46,UK Office,2nd Floor,51.46043006,-0.9327351711
08:f6:9c:14:24:1b,2019-08-13  00:14:47,UK Office,2nd Floor,51.46083184,-0.93224795
34:e1:2d:c6:a8:59,2019-08-13  00:14:47,UK Office,Ground Floor,51.4603982,-0.932614542
7c:91:22:a9:48:7b,2019-08-13  00:14:47,UK Office,Ground Floor,51.46037606,-0.9325741131
9c:8c:6e:46:0c:52,2019-08-13  00:14:47,UK Office,2nd Floor,51.4607335,-0.9323182203
9c:da:3e:69:d3:f4,2019-08-13  00:14:47,UK Office,Ground Floor,51.46057682,-0.9323893021
b8:63:4d:a1:d2:b9,2019-08-13  00:14:47,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:14:47,UK Office,1st Floor,51.46048115,-0.9325386518
c4:6e:1f:1c:f2:9b,2019-08-13  00:14:47,UK Office,2nd Floor,51.46057184,-0.9323965982
ec:ad:b8:7d:23:e8,2019-08-13  00:14:47,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:14:48,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:14:48,UK Office,2nd Floor,51.46082871,-0.9322976017
4c:34:88:f6:62:9c,2019-08-13  00:14:48,UK Office,Ground Floor,51.46050993,-0.9323062616
